dataflow,country,indicator,sex_sex,year,value,unit_multiplier_unit_multiplier,unit_measure_unit_of_measure,obs_status_observation_status,obs_conf_observation_confidentaility,lower_bound_lower_bound,upper_bound_upper_bound,wgtd_sampl_size_weighted_sample_size,obs_footnote_observation_footnote,series_footnote_series_footnote,data_source_data_source,source_link_citation_of_or_link_to_the_data_source,custodian_custodian,time_period_method_time_period_activity_related_to_when_the_data_are_collected,ref_period_reference_period,coverage_time_the_period_of_time_for_which_data_are_provided,age_current_age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, te dvoire,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2021,56.3,0: Units,PCNT: %,RP: Reported,F: Free,NA,NA,NA,NA,NA,Demographic and Health Survey 2021,NA,NA,EOF: End of fieldwork,NA,2005-2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, emocratic epublic of the ongo,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2018,42.9,0: Units,PCNT: %,RP: Reported,F: Free,NA,NA,NA,NA,NA,Multiple Indicator Cluster Survey 2017-2018,NA,NA,EOF: End of fieldwork,NA,2007-2018,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ominican epublic,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2019,92.6,0: Units,PCNT: %,RP: Reported,F: Free,NA,NA,NA,NA,NA,Multiple Indicator Cluster Survey 2019,NA,NA,EOF: End of fieldwork,NA,2002-2019,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ast frican ommunity ,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2018,51.2,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ast frican ommunity ,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2019,51.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ast frican ommunity ,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2020,52.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ast frican ommunity ,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2021,53.5,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ast frican ommunity ,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2022,54.4,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ast sia and acific,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2018,87.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2018,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ast sia and acific,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2019,88.5,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2019,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ast sia and acific,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2020,88.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ast sia and acific,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2021,89.2,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ast sia and acific,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2022,89.7,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ast sia and acific,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2018,87.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2018,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ast sia and acific,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2019,88.4,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2019,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ast sia and acific,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2020,88.7,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ast sia and acific,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2021,89.1,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ast sia and acific,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2022,89.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ast and outhern frica,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2018,52.3,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2018,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ast and outhern frica,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2019,53.3,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2019,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ast and outhern frica,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2020,54.2,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ast and outhern frica,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2021,55.3,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, ast and outhern frica,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2022,56.2,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern frica,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2018,49.7,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2018,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern frica,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2019,51,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2019,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern frica,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2020,52.1,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern frica,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2021,53.5,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern frica,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2022,54.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern frica frican nion,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2018,48.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern frica frican nion,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2019,50.1,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern frica frican nion,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2020,51.3,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern frica frican nion,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2021,52.7,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern frica frican nion,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2022,53.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern sia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2018,91.7,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2018,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern sia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2019,92.3,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2019,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern sia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2020,93,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern sia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2021,93.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern sia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2022,94.1,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern urope and entral sia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2018,89.2,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2018,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern urope and entral sia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2019,89.7,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2019,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern urope and entral sia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2020,90.2,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern urope and entral sia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2021,90.7,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern urope and entral sia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2022,91,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern urope and entral sia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2018,88.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2018,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern urope and entral sia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2019,89.1,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2019,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern urope and entral sia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2020,89.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern urope and entral sia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2021,90.1,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern urope and entral sia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2022,90.4,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern editerranean,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2018,58.2,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2018,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern editerranean,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2019,58.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2019,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern editerranean,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2020,59.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern editerranean,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2021,60.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern editerranean,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2022,62,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern and outhastern sia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2018,88.1,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2018,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern and outhastern sia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2019,88.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2019,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern and outhastern sia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2020,89.1,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern and outhastern sia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2021,89.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern and outhastern sia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2022,90,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern and outhern frica,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2018,53,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2018,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern and outhern frica,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2019,54.2,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2019,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern and outhern frica,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2020,55.2,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern and outhern frica,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,_T: Total,2021,56.4,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,NA,NA,Population weighted averages calculated by UNICEF using WPP2024 weights,NA,NA,EOF: End of fieldwork,NA,2021,Y15T49: 15 to 49 years old
